#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:02 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:02	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/MNRAS/443/1231/FPsample&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74431231
#Name: J/MNRAS/443/1231
#Title: 6dF Galaxy Survey: Fundamental Plane data (Campbell+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/443/1231	    IVOID of underlying data collection
#INFO	creator=Campbell L.A.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.443.1231C	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/443/1231	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74431231	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_443_1231_FPsample:
#Name: J/MNRAS/443/1231/FPsample
#Title: 6dFGSv 2MASS photometric parameters (table4) and Fundamental Plane parameters (table8)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	2MASX	(A17)	2MASX designation (JHHMMSSss+DDMMSSs)	[ucd=meta.id]
#Column	Jtot	(F6.3)	J-band total extended magnitude (j_m_ext) (2)	[ucd=phot.mag;em.IR.J]
#Column	Jfwhm	(F5.2)	J-band PSF FWHM	[ucd=phys.angSize]
#Column	Jdr	(F5.2)	[0/1.3] J-band {Delta}r correction applied	[ucd=instr.param]
#Column	Jlogr	(F6.3)	[-0.01/1.63] log(R_e,J_), J-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.J]
#Column	n	(F5.2)	[0.7/6] Sersic index from GALFIT	[ucd=stat.fit.param]
#Column	Htot	(F6.3)	H-band total extended magnitude (h_m_ext) (2)	[ucd=phot.mag;em.IR.H]
#Column	Hfwhm	(F5.2)	H-band PSF FWHM	[ucd=phys.angSize]
#Column	Hdr	(F5.2)	[0/1.3] H-band {Delta}r correction applied	[ucd=instr.param]
#Column	Hlogr	(F6.3)	[-0.01/1.62] log(R_e,H_), H-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.H]
#Column	Ktot	(F6.3)	K-band total extended magnitude (k_m_ext) (2)	[ucd=phot.mag;em.IR.K]
#Column	Kfwhm	(F5.2)	K-band PSF FWHM	[ucd=phys.angSize]
#Column	Kdr	(F5.2)	[0/1.3] K-band {Delta}r correction applied	[ucd=instr.param]
#Column	Klogr	(F6.3)	[-0.12/1.62] log(R_e,K_), K-band PSF-corrected circular effective radius (1)	[ucd=phys.angSize;em.IR.K]
#Column	6dFGS	(A15)	6dFGS designation (gHHMMSSs+DDMMSS)	[ucd=meta.id;meta.main]
#Column	No	(I1)	Number of observations for this galaxy	[ucd=meta.number]
#Column	p	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	RAJ2000	(F9.5)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	[762/16857] CMB frame galaxy redshift	[ucd=phys.veloc;pos.heliocentric]
#Column	JlogRe	(F6.3)	[-0.9/1.4] log(R_e,J_), J-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_JlogRe	(F6.3)	Error on JlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	HlogRe	(F6.3)	[-0.9/1.4] log(R_e,H_), H-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_HlogRe	(F6.3)	Error on HlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	KlogRe	(F6.3)	[-0.9/1.4] log(R_e,K_), K-band effective radius (in kpc/h) (3)	[ucd=phys.size.radius]
#Column	e_KlogRe	(F6.3)	Error on KlogRe (in kpc/h) (3)	[ucd=stat.error]
#Column	JlogIe	(F6.3)	[2.0/4.2] log(I_e,J_), J-band surface brightness at R_e,J_	[ucd=phot.mag.sb]
#Column	e_JlogIe	(F6.3)	Error on JlogIe	[ucd=stat.error]
#Column	HlogIe	(F6.3)	[1.8/4.3] log(I_e,H_), H-band surface brightness at R_e,H_	[ucd=phot.mag.sb]
#Column	e_HlogIe	(F6.3)	Error on HlogIe	[ucd=stat.error]
#Column	KlogIe	(F6.3)	[2.0/4.3] log(I_e,K_), K-band surface brightness at R_e,K_	[ucd=phot.mag.sb]
#Column	e_KlogIe	(F6.3)	Error on KlogIe	[ucd=stat.error]
#Column	logVd	(F6.3)	[2/2.7] log{sigma}_0_, aperture-corrected central velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_logVd	(F6.3)	[0.007/0.253] Error on dlogVd	[ucd=stat.error]
#Column	Mt	(F4.1)	[0/6] Average morphological code (5)	[ucd=meta.code;src.morph]
#Column	Group	(I4)	[11/1672]? Group or cluster ID	[ucd=meta.id]
#Column	Nr	(I3)	[0/213]? Richness of group or cluster	[ucd=src.class.richness]
#Column	Ng	(I3)	Number of galaxies in the group	[ucd=meta.number]
#Column	cz.gr	(I5)	[1523/17556]? CMB frame group or cluster mean redshift	[ucd=pos.frame;pos.cmb]
#Column	d5	(F7.4)	[0.2/45.2]? Projected co-moving distance d_5_ to 5th nearest neighbour (in Mpc/h) (3)	[ucd=pos.distance]
#Column	sD5	(F7.4)	? Surface density {Sigma}_5_ measured to 5th nearest neighbour (in (Mpc/h)^-2^) (3)	[ucd=src.density]
#Column	Jcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in J band (4)	[ucd=meta.code]
#Column	Js	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the J-6dFGSv sample	[ucd=meta.code]
#Column	Hcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in H band (4)	[ucd=meta.code]
#Column	Hs	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the H-6dFGSv sample	[ucd=meta.code]
#Column	Kcode	(I6)	[1011/111111] Indicates which selection criteria a galaxy satisfies in K band (4)	[ucd=meta.code]
#Column	Ks	(I1)	[0/1] Indicates whether galaxy excluded (0) or included (3) in the K-6dFGSv sample	[ucd=meta.code]
recno	2MASX	Jtot	Jfwhm	Jdr	Jlogr	n	Htot	Hfwhm	Hdr	Hlogr	Ktot	Kfwhm	Kdr	Klogr	6dFGS	No	p	RAJ2000	DEJ2000	cz	JlogRe	e_JlogRe	HlogRe	e_HlogRe	KlogRe	e_KlogRe	JlogIe	e_JlogIe	HlogIe	e_HlogIe	KlogIe	e_KlogIe	logVd	e_logVd	Mt	Group	Nr	Ng	cz.gr	d5	sD5	Jcode	Js	Hcode	Hs	Kcode	Ks
    2459	J04593424-1055144	13.759	 2.97	 1.00	 0.068	 5.37	12.896	 2.90	 0.87	 0.161	12.628	 3.05	 1.02	 0.061	g0459342-105514	1	 	004.99284	-10.92067	13929	-0.127	 0.066	-0.034	 0.076	-0.134	 0.103	 3.781	 0.098	 3.784	 0.113	 4.004	 0.153	 2.259	 0.091	 2.0	    	   	   	     	 6.5482	 0.0432	111011	0	111011	0	111011	0
    2460	J04593440-5742055	13.793	 2.94	 0.60	 0.397	 6.00	13.059	 2.87	 0.58	 0.412	12.689	 2.93	 0.54	 0.461	g0459344-574206	1	p	004.99289	-57.70164	16006	 0.259	 0.067	 0.274	 0.079	 0.323	 0.105	 3.098	 0.099	 3.213	 0.118	 3.171	 0.156	 2.191	 0.080	 0.0	    	   	   	     	       	       	111011	0	111011	0	111011	0
    2461	J04593465-0015374	10.639	 3.01	 0.27	 0.847	 6.00	 9.963	 2.96	 0.17	 0.818	 9.716	 3.02	 0.22	 0.796	g0459346-001538	1	p	004.99295	-00.26042	 4147	 0.165	 0.032	 0.136	 0.032	 0.114	 0.041	 3.402	 0.048	 3.583	 0.048	 3.684	 0.060	 2.316	 0.024	 2.0	 115	  3	  5	 4371	 4.1060	 0.0807	111111	1	111111	1	111111	1
    2462	J04593715-2348483	13.583	 3.02	 0.55	 0.491	 6.00	13.044	 2.95	 0.68	 0.356	12.668	 3.02	 0.66	 0.408	g0459371-234849	1	p	004.99365	-23.81347	14450	 0.311	 0.063	 0.176	 0.079	 0.228	 0.104	 2.992	 0.094	 3.327	 0.117	 3.287	 0.155	 2.106	 0.076	 2.5	    	   	   	     	 0.9589	 2.1912	111111	1	111011	0	111011	0
    2463	J04595300-1202121	10.739	 3.12	 0.19	 0.914	 6.00	 9.978	 2.97	 0.19	 0.928	 9.645	 3.05	 0.16	 0.949	g0459530-120212	1	p	004.99806	-12.03669	 8055	 0.491	 0.032	 0.505	 0.032	 0.526	 0.041	 3.260	 0.048	 3.384	 0.048	 3.415	 0.060	 2.439	 0.017	 1.0	    	   	   	     	 4.4502	 0.0731	111111	1	111111	1	111111	1
    2464	J04595666-4549358	12.122	 2.94	 0.22	 0.782	 4.22	11.601	 2.90	 0.33	 0.651	11.168	 2.94	 0.34	 0.719	g0459567-454936	1	 	004.99908	-45.82658	12790	 0.581	 0.040	 0.450	 0.052	 0.518	 0.064	 2.981	 0.059	 3.305	 0.077	 3.261	 0.095	 2.460	 0.079	 0.0	1118	  7	  5	13734	 3.1005	 0.2365	111111	1	111111	1	111111	1
    2465	J04595912-1727351	10.791	 3.15	 0.13	 1.140	 3.17	 9.976	 3.00	 0.10	 1.169	 9.825	 3.05	 0.10	 1.099	g0459591-172735	1	p	004.99976	-17.45981	 6471	 0.640	 0.032	 0.669	 0.032	 0.599	 0.041	 2.777	 0.048	 2.893	 0.048	 3.040	 0.060	 2.140	 0.049	 4.0	 345	  2	  3	 6702	 3.3602	 0.1369	111111	1	111111	1	111111	1
    2466	J05000576-1729001	12.946	 3.15	 0.48	 0.562	 6.00	12.323	 3.00	 0.49	 0.479	12.105	 3.05	 0.57	 0.447	g0500058-172900	1	p	005.00160	-17.48339	 6771	 0.062	 0.053	-0.021	 0.066	-0.053	 0.089	 3.072	 0.079	 3.335	 0.097	 3.433	 0.132	 2.181	 0.080	 3.0	 345	  2	  3	 6702	 3.5418	 0.1308	111111	1	111111	1	111111	1
    2467	J05000957-2320535	13.275	 2.99	 0.63	 0.385	 6.00	12.523	 2.94	 0.65	 0.438	12.445	 2.97	 0.82	 0.245	g0500096-232054	1	p	005.00267	-23.34828	12082	 0.132	 0.058	 0.185	 0.069	-0.008	 0.098	 3.312	 0.087	 3.358	 0.103	 3.700	 0.146	 2.096	 0.083	 2.0	    	   	   	     	 1.2777	 1.2037	111111	1	111111	1	111111	1
    2468	J05000967-2227095	13.074	 3.00	 0.52	 0.455	 4.30	12.181	 2.98	 0.40	 0.591	11.924	 3.01	 0.41	 0.555	g0500097-222709	1	p	005.00269	-22.45258	15139	 0.277	 0.055	 0.413	 0.063	 0.377	 0.084	 3.263	 0.082	 3.200	 0.093	 3.289	 0.125	 2.310	 0.048	 4.0	1197	 14	  8	14522	 0.6959	 3.2537	111111	1	111111	1	111111	1
    2469	J05001459-2211155	12.476	 3.03	 0.16	 0.871	 5.27	11.764	 2.93	 0.18	 0.892	11.657	 3.03	 0.30	 0.778	g0500146-221116	1	p	005.00406	-22.18769	15139	 0.693	 0.046	 0.714	 0.055	 0.600	 0.077	 2.671	 0.067	 2.765	 0.081	 2.950	 0.114	 2.184	 0.077	 4.0	1197	 14	  8	14522	 1.0153	 1.7346	111111	1	111111	1	111111	1
    2470	J05001781-4612458	13.646	 2.93	 0.85	 0.206	 6.00	12.934	 2.85	 0.91	 0.166	12.619	 2.97	 0.89	 0.208	g0500178-461246	1	 	005.00495	-46.21267	14469	 0.005	 0.064	-0.035	 0.077	 0.007	 0.103	 3.524	 0.096	 3.742	 0.114	 3.703	 0.153	 2.157	 0.088	 2.0	1118	  7	  5	13734	 1.5634	 1.0852	111111	1	111011	0	111011	0
    2471	J05001862-1819105	12.864	 3.08	 0.46	 0.573	 3.26	12.094	 2.95	 0.35	 0.616	11.819	 3.09	 0.46	 0.548	g0500186-181911	1	p	005.00517	-18.31958	12827	 0.343	 0.052	 0.386	 0.061	 0.318	 0.082	 3.110	 0.077	 3.181	 0.091	 3.347	 0.121	 2.252	 0.063	 6.0	1138	  4	  3	12788	 2.2590	 0.3182	110111	0	110111	0	110111	0
    2472	J05002474-2114065	12.552	 2.99	 0.23	 0.775	 3.26	11.911	 2.97	 0.22	 0.760	11.732	 3.00	 0.26	 0.668	g0500247-211407	1	p	005.00687	-21.23520	15738	 0.630	 0.047	 0.615	 0.058	 0.523	 0.079	 2.839	 0.069	 2.976	 0.086	 3.141	 0.117	 2.389	 0.037	 0.0	    	   	   	     	 2.9227	 0.1982	111111	1	111111	1	111111	1
    2473	J05002538-2114315	13.238	 2.99	 0.44	 0.489	 6.00	12.472	 2.97	 0.46	 0.536	11.944	 3.00	 0.34	 0.720	g0500254-211431	1	p	005.00705	-21.24206	15228	 0.331	 0.058	 0.378	 0.068	 0.562	 0.085	 3.133	 0.086	 3.197	 0.101	 2.951	 0.126	 2.353	 0.048	 0.0	    	   	   	     	 2.4971	 0.2715	111111	1	111111	1	111111	1
    2474	J05002859-0251238	12.722	 3.06	 0.23	 0.781	 2.99	12.171	 2.97	 0.27	 0.731	11.436	 3.10	 0.17	 0.891	g0500286-025124	1	p	005.00795	-02.85661	14943	 0.615	 0.049	 0.565	 0.063	 0.725	 0.071	 2.760	 0.073	 2.930	 0.093	 2.815	 0.105	 2.208	 0.092	 3.5	    	   	   	     	 5.2817	 0.0549	111111	1	111111	1	111111	1
    2475	J05002971-2214345	12.990	 3.03	 0.52	 0.519	 4.28	12.452	 2.93	 0.58	 0.407	12.173	 3.03	 0.68	 0.383	g0500297-221435	1	p	005.00826	-22.24303	14420	 0.341	 0.054	 0.229	 0.068	 0.205	 0.091	 3.169	 0.080	 3.460	 0.101	 3.533	 0.135	 2.347	 0.048	 0.0	1197	 14	  8	14522	 1.0929	 1.5494	111111	1	111111	1	111111	1
    2476	J05003301-2156055	12.761	 3.03	 0.33	 0.649	 6.00	12.125	 2.97	 0.33	 0.635	12.027	 3.05	 0.48	 0.483	g0500330-215606	1	 	005.00917	-21.93494	10313	 0.330	 0.050	 0.316	 0.062	 0.164	 0.087	 2.973	 0.074	 3.109	 0.092	 3.387	 0.129	 2.256	 0.104	 4.0	    	   	   	     	 3.2630	 0.1718	111111	1	111111	1	111111	1
    2477	J05003477-2034061	12.759	 3.00	 0.55	 0.450	 4.33	12.206	 2.89	 0.65	 0.365	11.981	 2.92	 0.67	 0.342	g0500348-203406	1	 	005.00966	-20.56831	 9892	 0.114	 0.050	 0.029	 0.063	 0.006	 0.086	 3.371	 0.074	 3.616	 0.094	 3.688	 0.127	 2.238	 0.033	 0.5	    	   	   	     	 1.9870	 0.4381	111111	1	111111	1	111111	1
    2478	J05003588-5738544	13.282	 2.93	 0.43	 0.520	 6.00	12.732	 2.90	 0.55	 0.424	12.544	 2.90	 0.59	 0.339	g0500359-573855	1	p	005.00997	-57.64847	13969	 0.326	 0.059	 0.230	 0.073	 0.145	 0.101	 3.043	 0.087	 3.308	 0.108	 3.471	 0.150	 2.318	 0.037	 2.0	    	   	   	     	       	       	110111	0	110111	0	110111	0
    2479	J05004083-7745502	13.455	 3.06	 0.58	 0.417	 3.28	12.829	 2.95	 0.57	 0.373	12.426	 3.11	 0.63	 0.407	g0500409-774551	1	 	005.01136	-77.76403	13021	 0.194	 0.061	 0.150	 0.075	 0.184	 0.098	 3.195	 0.091	 3.379	 0.111	 3.390	 0.145	 2.085	 0.110	 0.5	    	   	   	     	 5.2627	 0.0756	111111	1	111111	1	111111	1
    2480	J05004103-2350531	13.410	 3.00	 0.62	 0.396	 5.74	12.640	 2.95	 0.61	 0.407	12.496	 3.03	 0.91	 0.264	g0500410-235053	1	 	005.01139	-23.84805	14422	 0.210	 0.061	 0.221	 0.071	 0.078	 0.100	 3.248	 0.090	 3.385	 0.106	 3.643	 0.148	 2.268	 0.070	 1.7	1260	  9	  3	14219	 0.9864	 1.7037	111111	1	111111	1	111111	1
    2481	J05004738-4552252	12.751	 2.97	 0.42	 0.622	 6.00	12.122	 2.90	 0.34	 0.576	11.645	 2.91	 0.32	 0.652	g0500474-455225	1	 	005.01317	-45.87361	14770	 0.421	 0.050	 0.375	 0.062	 0.451	 0.077	 3.050	 0.074	 3.247	 0.091	 3.204	 0.114	 2.351	 0.079	 0.0	1118	  7	  5	13734	 5.0934	 0.0876	111111	1	111111	1	111111	1
    2482	J05005386-2024042	13.614	 3.00	 0.70	 0.365	 6.00	12.526	 2.92	 0.36	 0.613	12.455	 2.99	 0.61	 0.402	g0500539-202405	1	p	005.01496	-20.40125	16098	 0.229	 0.064	 0.477	 0.069	 0.266	 0.099	 3.240	 0.095	 3.028	 0.103	 3.385	 0.146	 2.287	 0.053	 2.0	    	   	   	     	 2.8305	 0.2232	111111	1	111111	1	111111	1
    2483	J05005530-1325199	11.223	 3.01	 0.26	 0.773	 4.69	10.479	 2.95	 0.24	 0.765	10.147	 2.96	 0.27	 0.759	g0500553-132520	1	p	005.01536	-13.42225	 7578	 0.319	 0.032	 0.311	 0.032	 0.305	 0.041	 3.346	 0.048	 3.507	 0.048	 3.594	 0.060	 2.267	 0.023	 2.0	 430	  1	  1	 7473	 4.0877	 0.0828	111111	1	111111	1	111111	1
    2484	J05005843-0824049	13.037	 2.88	 0.27	 0.680	 6.00	12.327	 2.87	 0.24	 0.705	12.059	 2.90	 0.33	 0.658	g0500584-082405	1	p	005.01622	-08.40136	14439	 0.500	 0.055	 0.525	 0.066	 0.478	 0.088	 2.856	 0.081	 2.931	 0.097	 3.041	 0.130	 2.409	 0.045	 2.0	    	   	   	     	 8.3625	 0.0235	110111	0	110111	0	110111	0
    2485	J05005905-2228012	13.468	 2.93	 0.67	 0.401	 6.00	12.779	 2.92	 0.68	 0.354	12.465	 3.03	 0.75	 0.370	g0500591-222801	1	p	005.01641	-22.46700	14301	 0.223	 0.062	 0.176	 0.074	 0.192	 0.099	 3.214	 0.091	 3.434	 0.110	 3.443	 0.147	 2.146	 0.093	 0.0	1197	 14	  8	14522	 0.5565	 6.0456	111111	1	111111	1	111111	1
    2486	J05010242-1817152	12.094	 2.98	 0.19	 0.845	 4.35	11.429	 2.90	 0.26	 0.820	10.994	 3.00	 0.20	 0.872	g0501024-181716	1	p	005.01734	-18.28764	12798	 0.615	 0.039	 0.590	 0.049	 0.642	 0.059	 2.874	 0.058	 3.039	 0.072	 3.029	 0.088	 2.229	 0.034	 4.0	1138	  4	  3	12788	 2.2501	 0.3175	111111	1	111111	1	111111	1
    2487	J05010762-2151354	13.322	 3.00	 0.58	 0.471	 3.61	12.703	 2.91	 0.53	 0.434	12.281	 2.97	 0.56	 0.451	g0501076-215136	1	p	005.01879	-21.85986	15800	 0.328	 0.059	 0.291	 0.073	 0.308	 0.094	 3.140	 0.088	 3.312	 0.108	 3.355	 0.139	 2.320	 0.052	 1.0	    	   	   	     	 1.7483	 0.6055	111111	1	111111	1	111111	1
    2488	J05010793-2344274	11.986	 3.00	 0.30	 0.675	 6.00	11.416	 2.94	 0.38	 0.567	11.044	 3.07	 0.43	 0.591	g0501079-234428	1	p	005.01887	-23.74097	14242	 0.489	 0.038	 0.381	 0.048	 0.405	 0.061	 3.261	 0.056	 3.555	 0.072	 3.571	 0.090	 2.363	 0.024	 0.0	1260	  9	  3	14219	 1.4216	 0.9265	111111	1	111111	1	111111	1
    2489	J05010972-2248574	11.880	 2.95	 0.27	 0.731	 4.97	11.246	 2.92	 0.33	 0.678	11.011	 3.02	 0.37	 0.622	g0501097-224858	1	p	005.01937	-22.81603	11573	 0.482	 0.036	 0.429	 0.045	 0.373	 0.060	 3.177	 0.053	 3.388	 0.067	 3.519	 0.088	 2.391	 0.030	 2.0	 875	  5	  4	12217	 2.3410	 0.3417	111111	1	111111	1	111111	1
    2490	J05011783-4415191	13.339	 2.94	 0.68	 0.389	 6.00	12.519	 2.88	 0.57	 0.460	12.145	 2.95	 0.57	 0.468	g0501178-441519	1	 	005.02162	-44.25531	13690	 0.187	 0.059	 0.258	 0.069	 0.266	 0.090	 3.279	 0.088	 3.318	 0.103	 3.372	 0.134	 2.283	 0.100	 0.5	    	   	   	     	 4.4002	 0.1002	111111	1	111111	1	111111	1
    2491	J05011848-2239515	13.180	 2.98	 0.62	 0.401	 6.00	12.401	 2.89	 0.56	 0.438	12.397	 2.97	 0.75	 0.262	g0501185-223952	1	p	005.02180	-22.66436	13792	 0.223	 0.057	 0.260	 0.067	 0.084	 0.097	 3.330	 0.084	 3.418	 0.099	 3.686	 0.144	 2.051	 0.103	 0.5	1197	 14	  8	14522	 1.2988	 0.9627	111111	1	111111	1	111111	1
    2492	J05011995-1639040	11.767	 3.67	 0.61	 0.626	 5.85	11.131	 3.50	 0.53	 0.588	10.826	 3.45	 0.53	 0.603	g0501200-163904	1	p	005.02221	-16.65119	 6622	 0.121	 0.034	 0.083	 0.043	 0.098	 0.055	 3.408	 0.050	 3.589	 0.064	 3.629	 0.081	 2.202	 0.031	 2.0	    	   	   	     	 3.9156	 0.1018	111111	1	111111	1	111111	1
    2493	J05012942-1917405	12.689	 3.05	 0.36	 0.624	 2.40	11.959	 2.98	 0.36	 0.621	11.729	 2.99	 0.34	 0.585	g0501294-191740	1	p	005.02484	-19.29453	12800	 0.394	 0.049	 0.391	 0.059	 0.355	 0.079	 3.071	 0.073	 3.220	 0.087	 3.306	 0.117	 2.200	 0.046	 1.0	    	   	   	     	 2.6336	 0.2441	111111	1	111111	1	111111	1
    2494	J05013020-2306505	12.073	 3.00	 0.30	 0.713	 5.11	11.335	 2.92	 0.28	 0.727	11.098	 2.94	 0.34	 0.650	g0501302-230651	1	p	005.02506	-23.11411	12473	 0.464	 0.039	 0.478	 0.047	 0.401	 0.062	 3.138	 0.058	 3.256	 0.069	 3.429	 0.092	 2.430	 0.035	 0.0	 875	  5	  4	12217	 1.9453	 0.4948	111111	1	111111	1	111111	1
    2495	J05013082-4439411	13.313	 2.96	 0.39	 0.603	 6.00	12.620	 2.90	 0.30	 0.618	12.575	 2.97	 0.46	 0.492	g0501308-443941	1	p	005.02523	-44.66136	10243	 0.277	 0.059	 0.292	 0.071	 0.166	 0.102	 2.838	 0.088	 2.941	 0.105	 3.147	 0.151	 2.111	 0.140	 4.0	 780	  4	  3	10150	 6.2677	 0.0506	111111	1	111111	1	111011	0
    2496	J05013531-2344465	12.685	 3.00	 0.46	 0.538	 6.00	11.901	 2.94	 0.37	 0.618	11.790	 3.07	 0.65	 0.425	g0501353-234447	1	p	005.02647	-23.74628	11065	 0.248	 0.049	 0.328	 0.058	 0.135	 0.081	 3.233	 0.072	 3.239	 0.085	 3.600	 0.120	 2.321	 0.033	 2.0	    	   	   	     	 2.1056	 0.4273	111111	1	111111	1	111111	1
    2497	J05013611-2256062	13.495	 2.98	 0.66	 0.386	 2.90	12.893	 2.87	 0.67	 0.326	12.627	 2.96	 0.67	 0.292	g0501361-225606	1	p	005.02670	-22.93508	12234	 0.137	 0.062	 0.077	 0.076	 0.043	 0.103	 3.221	 0.092	 3.434	 0.113	 3.533	 0.153	 2.132	 0.083	 2.0	 875	  5	  4	12217	 2.1354	 0.4781	111111	1	111011	0	111011	0
    2498	J05013823-2243172	13.374	 2.92	 0.78	 0.289	 6.00	12.722	 2.84	 0.82	 0.219	12.329	 2.94	 0.74	 0.296	g0501382-224317	1	p	005.02729	-22.72150	12204	 0.040	 0.060	-0.030	 0.073	 0.047	 0.095	 3.462	 0.089	 3.715	 0.108	 3.643	 0.141	 2.252	 0.061	 1.5	 875	  5	  4	12217	 2.5128	 0.2572	111111	1	111111	1	111111	1
    2499	J05013981-0915530	12.291	 2.90	 0.66	 0.373	 4.63	11.632	 2.85	 0.71	 0.337	11.439	 2.94	 0.87	 0.245	g0501398-091553	1	p	005.02772	-09.26467	 3798	-0.372	 0.043	-0.408	 0.052	-0.500	 0.071	 3.691	 0.063	 3.877	 0.078	 4.099	 0.106	 2.264	 0.034	 0.0	 105	  0	  1	 3770	 1.3182	 0.9068	111111	1	111111	1	111111	1
    2500	J05014267-1509473	11.781	 3.39	 0.18	 0.984	 2.16	11.102	 3.28	 0.17	 0.978	10.823	 3.33	 0.19	 0.958	g0501427-150947	1	p	005.02852	-15.16314	 9020	 0.609	 0.034	 0.603	 0.042	 0.583	 0.055	 2.705	 0.051	 2.837	 0.063	 2.924	 0.081	 2.117	 0.115	 4.0	    	   	   	     	 5.1823	 0.0544	111111	1	111111	1	111111	1
    2501	J05014521-1526553	11.565	 3.24	 0.23	 0.891	 4.20	10.833	 3.21	 0.21	 0.922	10.683	 3.17	 0.25	 0.813	g0501452-152656	1	p	005.02923	-15.44875	12467	 0.641	 0.032	 0.672	 0.037	 0.563	 0.051	 2.998	 0.048	 3.075	 0.055	 3.275	 0.075	 2.449	 0.040	 1.0	1052	  4	  3	12190	 4.4718	 0.0724	111111	1	111111	1	111111	1
    2502	J05014535-1525503	12.617	 3.24	 0.39	 0.709	 5.65	12.102	 3.21	 0.51	 0.547	11.784	 3.17	 0.57	 0.511	g0501454-152550	1	p	005.02927	-15.43067	12258	 0.459	 0.048	 0.297	 0.061	 0.261	 0.081	 2.941	 0.071	 3.317	 0.091	 3.438	 0.119	 2.259	 0.070	 1.0	1052	  4	  3	12190	 4.4461	 0.0752	111111	1	111111	1	111111	1
    2503	J05014870-1214243	13.336	 3.37	 0.91	 0.338	 4.10	12.649	 3.21	 0.94	 0.285	12.161	 3.24	 0.79	 0.380	g0501487-121424	1	p	005.03020	-12.24008	12735	 0.105	 0.059	 0.052	 0.072	 0.147	 0.091	 3.413	 0.088	 3.635	 0.106	 3.556	 0.134	 2.328	 0.048	 2.0	1110	  1	  2	12707	 4.0806	 0.0996	111111	1	111111	1	111111	1
    2504	J05014867-1525503	13.146	 3.24	 0.23	 0.833	 3.55	12.535	 3.21	 0.28	 0.786	12.189	 3.17	 0.26	 0.823	g0501487-152550	1	 	005.03018	-15.43064	12048	 0.583	 0.056	 0.536	 0.070	 0.573	 0.092	 2.482	 0.084	 2.666	 0.103	 2.652	 0.136	 2.107	 0.126	 2.5	1052	  4	  3	12190	 2.4480	 0.2554	111111	1	111111	1	111111	1
    2505	J05014991-2504100	11.807	 2.95	 0.31	 0.701	 5.33	11.058	 2.91	 0.26	 0.750	10.808	 2.97	 0.32	 0.694	g0501499-250410	1	p	005.03053	-25.06942	11456	 0.426	 0.035	 0.475	 0.042	 0.419	 0.054	 3.260	 0.051	 3.314	 0.062	 3.455	 0.080	 2.336	 0.030	 0.0	    	   	   	     	 1.4207	 0.6856	111111	1	111111	1	111111	1
    2506	J05015482-0317464	10.577	 3.02	 0.14	 1.012	 6.00	 9.896	 2.94	 0.16	 0.990	 9.676	 3.06	 0.15	 0.970	g0501548-031746	1	p	005.03190	-03.29622	 4064	 0.281	 0.032	 0.259	 0.032	 0.239	 0.041	 3.084	 0.048	 3.257	 0.048	 3.348	 0.060	 2.215	 0.023	 1.5	  83	  1	  1	 3895	 2.9914	 0.1617	111111	1	111111	1	111111	1
