#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:05:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:05:00	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J%2fMNRAS%2f521%2f1775%2ftable1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75211775
#Name: J/MNRAS/521/1775
#Title: Galaxy Zoo barred galaxies properties with MaNGA (Geron+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/521/1775	    IVOID of underlying data collection
#INFO	creator=Geron T.	    First author or institution
#INFO	cites=bibcode:2023MNRAS.521.1775G	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/521/1775	    Dataset landing page
#INFO	publication_date=2026-06-17	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_521_1775_table1:
#Name: J/MNRAS/521/1775/table1
#Title: Astrometric, bar types, inclinations, position angles, bar lengths of our barred galaxies as described in section 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MANGA	(A11)	The MaNGA plate-ifu number of this target (PLATEIFU)	[ucd=meta.id;meta.main]
#Column	Walmsley22	(I3)	Display the Galaxy Zoo DR1&2, DR5 and DeepL version of Walmsley et al. 2022MNRAS.509.3966W, Cat. J/MNRAS/509/3966	[ucd=meta.ref.url]
#Column	Walmsley23	(I3)	Display the Galaxy Zoo DESI of Walmsley et al. 2023MNRAS.526.4768W, Cat. J/MNRAS/526/4768	[ucd=meta.ref.url]
#Column	SDSSIVMaNGA	(I3)	Display the SDSS-IV MaNGA: pyPipe3D data for 10000 galaxies of Sanchez et al. 2022ApJS..262...36S, Cat. J/ApJS/262/36	[ucd=meta.ref.url]
#Column	MaNGAdr15	(I3)	Display the MaNGA catalog DR15 of Wake et al. 2017AJ....154...86W, Cat. J/AJ/154/86	[ucd=meta.ref.url]
#Column	RAJ2000	(F14.10)	The right ascension of this target identical to the OBJRA column in the MaNGA DRPALL (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F17.13)	The declination of this target identical to the OBJDEC column in the MaNGA DRPALL (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	i	(F18.15)	The inclination of the galaxy (inc)	[ucd=src]
#Column	e_i	(F19.16)	The error on the inclination (inc_err)	[ucd=stat.error]
#Column	PA	(F20.16)	The kinematic position angle of the galaxy measured east of north between 0 and 180 (PA)	[ucd=pos.posAng]
#Column	e_PA	(F20.17)	The error on the galaxy PA (PA_err)	[ucd=stat.error]
#Column	PAbar	(F21.17)	The position angle of the bar measured east of north between 0 and 180 (PA_bar)	[ucd=pos.posAng]
#Column	e_PAbar	(F21.16)	The error on the PA of the bar (PA_bar_err)	[ucd=stat.error]
#Column	Rbar	(F19.16)	The bar radius as defined in section 3.3 (R_bar)	[ucd=phys.angSize;src]
#Column	e_Rbar	(F21.18)	The error on the bar radius (R_bar_err)	[ucd=stat.error]
#Column	Rbardp	(F19.16)	The deprojected bar radius as defined in section 3.3 (R_bar_deproj_kpc)	[ucd=phys.size.radius]
#Column	e_Rbardp	(F22.19)	The error on the deprojected bar radius (R_bar_deproj_kpc_err)	[ucd=stat.error]
#Column	z	(F12.9)	The redshift of the target taken from the NSA catalog (redshift)	[ucd=src.redshift]
#Column	BarType	(A10)	The bar type according to GZ DESI either 'Weak bar' or 'Strong bar' (bar_type)	[ucd=meta.note]
#Column	Plate	(A5)	Link for MaNGA dr17 reduced spectrum in target plate database	[ucd=meta.ref.url]
#Column	SDSSdr16	(I3)	Display the SDSS dr16 of Ahumada et al. 2020ApJS..249....3A, Cat. V/154	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MANGA	Walmsley22	Walmsley23	SDSSIVMaNGA	MaNGAdr15	RAJ2000	DEJ2000	i	e_i	PA	e_PA	PAbar	e_PAbar	Rbar	e_Rbar	Rbardp	e_Rbardp	z	BarType	Plate	SDSSdr16	Simbad
      14	8985-6104  	  0	  1	  1	  1	206.1984170520	+31.6156728964000	45.945586726858174	 1.1783119568498217	 69.0000000000000000	 0.78333333333333377	 45.39748527279510881	  50.4178798138087458	 5.0725883156359712	 0.771087882901311694	 3.4193166621083129	 0.5197728421656306885	 0.027946500	Strong bar	8985 	  1	Simbad
      15	8444-12703 	  0	  1	  1	  1	201.4111052920	+33.6804328237000	35.433864602172982	 0.7606128504700891	  6.7999999999999545	 0.65000000000000091	 52.06501715069455827	  79.6284661891201750	 4.3371713193433372	 0.184241653424845442	 3.7075633076162826	 0.1574961060279109482	 0.038968900	Weak bar  	8444 	  1	Simbad
      16	8985-12703 	  0	  1	  1	  1	204.5543592440	+32.8228438761000	44.903844924368578	 1.7396943077964444	109.0000000000000000	 0.73333333333333428	126.00440553133046251	  70.7405175371121118	 5.8523099739210904	 0.246559442774830995	 2.9677602654316360	 0.1250325633117216062	 0.024511900	Weak bar  	8985 	  1	Simbad
      17	12487-6101 	  3	  1	  1	  0	137.8787202930	+28.8265918025000	24.417413746086051	 3.0064333974319690	 10.7999999999999545	 1.26666666666666572	 48.47395562259532653	 177.9061608964389336	 5.2355490862014964	 0.203622803260808283	 3.7509869993004052	 0.1458846961831351263	 0.033888470	Weak bar  	12487	  1	Simbad
      18	12074-12704	  2	  1	  1	  0	018.4430517249	+00.3057564248850	51.182414452568629	 4.2398361631277659	 96.0999999999999943	 0.48333333333333184	 83.66575597787368679	  76.1352577069266090	 7.9486223579764861	 0.439290644689077414	 7.2940591343891104	 0.4031153821681567329	 0.044405818	Strong bar	12074	  1	Simbad
      19	8942-12702 	  2	  1	  1	  1	124.0033097060	+27.0758952047000	37.230715999817512	 1.6304503943355044	 98.1999999999999886	 0.66666666666666663	123.35203471447852053	  15.0068829199902254	 5.9400648765534871	 0.062914793822030898	 3.1660981122563037	 0.0335340461918493607	 0.025496400	Weak bar  	8942 	  1	Simbad
      20	8547-9102  	  0	  1	  1	  1	218.9763433160	+53.3916368422000	50.303448364404922	 2.4616872760217703	 46.4000000000000057	 1.09999999999999898	 72.93147267415835699	  86.7352459542237710	 3.7003315854299688	 0.463430511359965713	 4.0613527391333433	 0.5086448966143291006	 0.043498300	Strong bar	8547 	  1	Simbad
      21	8547-6102  	  0	  1	  1	  1	217.3248602010	+52.6655598805000	51.424435129437278	 2.1718975463441872	142.1999999999999886	 0.80000000000000071	167.28723808591024635	  38.7546109835106520	 6.0050252101753641	 0.381731892243206694	 4.1897746599370222	 0.2663387001773621643	 0.030466200	Weak bar  	8547 	  1	Simbad
      22	8445-12701 	  0	  1	  1	  1	203.9581894520	+34.9989487463000	41.461937871445940	 0.4760498775161252	152.4000000000000057	 0.60000000000000020	 79.29811343806358082	 413.8581344486378271	 2.0063643319632671	 0.882669291267404454	 1.2655860318176622	 0.5567752117330178052	 0.025054000	Weak bar  	8445 	  1	Simbad
      23	7993-12704 	  0	  1	  1	  0	033.4062555764	+13.7281228725000	31.185090994170714	 1.9612947356822747	130.9000000000000057	 0.79999999999999949	 24.54595389839815311	   0.9119109798065809	12.0403221534723048	 0.032272490503901352	11.4644904908966812	 0.0307290499193852498	 0.041069300	Strong bar	7993 	  1	Simbad
      24	10492-12701	  0	  1	  1	  0	123.3380374960	+57.8522385390000	61.771828289637305	 0.4960529758043925	100.8000000000000114	 0.75000000000000000	112.86839305013063495	  34.2087027859851958	11.8173466909489004	 0.421414137870328886	 6.5122596752710029	 0.2322313433305622232	 0.026667300	Strong bar	10492	  1	Simbad
      25	10492-9102 	  0	  1	  1	  0	124.0621100110	+57.7093321492000	39.360618775745536	 0.4065502279097863	157.0999999999999943	 0.88333333333333286	179.32708878171928291	 376.1099453376519932	 7.4310675569781210	 0.500641516756239469	 4.3393748959019316	 0.2923498155548645561	 0.026390000	Weak bar  	10492	  1	Simbad
      26	10492-12702	  0	  1	  1	  0	124.0640899690	+57.5305417333000	40.459499042198942	 1.8858232074146848	178.6999999999999886	 0.55000000000000060	119.04220701035012553	  11.3834089385312680	 3.8670854553045588	 0.212703975207633400	 2.6720641842809343	 0.1469733939359597064	 0.027182400	Strong bar	10492	  1	Simbad
      27	10492-6102 	  0	  1	  1	  0	121.9605648810	+56.6934864581000	54.472701035836131	 1.0668889617284982	  6.7999999999999545	 0.58333333333333337	 69.65131368528449229	 149.3905581145409371	 3.7231763545983330	 0.332544738169932241	 3.1431151509459050	 0.2807351318769360504	 0.029712200	Weak bar  	10492	  1	Simbad
      28	10492-9101 	  0	  1	  1	  0	121.8889063220	+56.4257299400000	48.745078435634781	 1.5249009545375465	 45.0000000000000000	 0.16666666666666666	 13.28918187232449100	 358.6118301791487966	 4.7102624871693557	 0.095715031113860594	 2.9891145577449416	 0.0607403926377328429	 0.026798600	Strong bar	10492	  1	Simbad
      29	11016-12703	  0	  1	  1	  0	212.5579406340	+51.1136212677000	52.094193883012295	 0.5433295476704210	 91.8999999999999773	 0.46666666666666617	 63.89174546178296055	   1.4517151628013869	 5.0072489319765632	 0.136431014408787910	 5.0408290874381025	 0.1373459628636901075	 0.046122026	Weak bar  	11016	  1	Simbad
      30	8723-12701 	  0	  1	  1	  0	126.9738896890	+55.1586182319000	62.945271382007242	 1.7264882514722011	  1.5000000000000000	 0.44999999999999812	 37.37990824973138615	  10.4541553854092850	 3.9280965213545977	 0.182971112876340714	 4.0639479910292371	 0.1892990873691068332	 0.038824800	Weak bar  	8723 	  1	Simbad
      31	10494-9102 	  0	  1	  1	  0	124.3391742290	+55.3405265396000	60.080346799583943	 0.7775330192599874	156.5999999999999943	 0.84999999999999964	174.36274086684352369	  12.7776607546189087	 5.5556917252741558	 0.199510314804433708	 3.7697833132216116	 0.1353765998469309562	 0.030807200	Strong bar	10494	  1	Simbad
      32	9884-3701  	  0	  1	  1	  0	204.1209516030	+52.4202803890000	61.601748199341117	 0.2916305252799596	164.5000000000000000	 0.79999999999999982	 92.35227686826681293	  22.6490742448667355	 6.3106329082097243	 0.003801750259298850	 4.4281532852450560	 0.0026676774176635355	 0.029302500	Weak bar  	9884 	  1	Simbad
      33	11017-9101 	  0	  1	  1	  0	200.9719199020	+51.4352347109000	56.042986615188447	 1.0612669262673720	168.5999999999999943	 0.58333333333333337	 59.36402112355790450	  13.3542696447046616	 4.8726493825455179	 0.539000584370414426	 3.3340008637051213	 0.3687990398541136083	 0.025322892	Weak bar  	11017	  1	Simbad
      34	9504-3704  	  3	  1	  1	  0	123.3716578680	+29.0371979669000	37.219614153992403	 6.0346114629058292	168.5000000000000000	 1.40000000000000013	104.63655894807561708	  68.1480534892017857	 3.7365279647030385	 0.322696473514861193	 4.3989435751044850	 0.3799044439882547919	 0.047899200	Strong bar	9504 	  1	Simbad
      35	8715-12701 	  0	  1	  1	  1	118.3596007240	+50.2284207566000	42.532091316332838	 0.5936031206652217	135.5000000000000000	 0.73333333333333339	163.00071285590775005	  31.5944885602769645	10.0118985477547895	 0.680418210384448052	 5.3624771275619665	 0.3644390794572614500	 0.024198900	Weak bar  	8715 	  1	Simbad
      36	8135-6103  	  0	  1	  1	  1	113.0570129860	+39.5600737596000	44.249811729535061	 1.5449674437488348	 32.0000000000000000	 0.96666666666666856	  3.27148968998062628	  58.9530999462431851	 7.6506218148116920	 0.102629256087306331	 8.1248728012208442	 0.1089910953092651097	 0.048806300	Strong bar	8135 	  1	Simbad
      37	8337-6102  	  0	  1	  1	  0	214.6421006580	+37.0244202770000	53.125948532193441	 3.0503201559089810	159.5000000000000000	 0.51666666666666627	102.68899415329332214	 187.0713780810334868	 5.9630986222581983	 0.342274647469122506	 4.8486744292790096	 0.2783080468901497073	 0.032792900	Strong bar	8337 	  1	Simbad
      38	9026-12705 	  0	  1	  1	  1	251.4584885060	+43.8664730917000	41.040072500136446	 0.7533663819648453	146.5999999999999943	 0.61666666666666692	 45.08809426227139738	  83.3752142473659887	 6.4162521656564522	 0.358915945506492307	 4.9949444419952460	 0.2794100295413970425	 0.033834300	Weak bar  	9026 	  1	Simbad
      39	8079-12704 	  2	  1	  1	  0	041.9370732132	+00.4141822217140	59.588096882096750	 0.3489067427082588	  8.1999999999999886	 0.65000000000000091	 30.72715914630282441	   3.9646466327267995	 9.9043836576310156	 0.500989591836561665	 6.6295837349366824	 0.3353416592311868616	 0.027807700	Strong bar	8079 	  1	Simbad
      40	8078-12703 	  2	  1	  1	  1	042.5702667337	+00.0919901487903	46.782966887776873	 0.1251319496713421	  7.2999999999999545	 0.56666666666666765	 72.55199745709680315	  53.4365424909089484	 7.1399900573549804	 0.053103175134828526	 4.7706239943875639	 0.0354811812679507316	 0.028076600	Strong bar	8078 	  1	Simbad
      41	9026-9101  	  0	  1	  1	  1	249.3184192230	+44.4182296144000	49.354874550101343	 0.2439536843975140	 65.5999999999999943	 1.45000000000000040	 25.88087443198455162	  30.0849067107647734	 7.1409977043861756	 0.060621484774985301	 5.0833045317930754	 0.0431532792807691051	 0.031419700	Strong bar	9026 	  1	Simbad
      42	10220-9101 	  2	  1	  1	  0	120.8258718090	+31.7763732335000	39.907938137862473	 1.0826536803434621	 62.8000000000000114	 0.75000000000000000	 82.59292206129288161	  82.0859496989979363	 5.9516355807725096	 0.056094944498353602	 4.5048734478696533	 0.0424590219950185602	 0.036355300	Strong bar	10220	  1	Simbad
      43	9484-12703 	  0	  1	  1	  0	120.6745586790	+34.9446437099000	32.204316215988605	 1.8535210378943709	113.0000000000000000	 1.00000000000000000	 91.80894981469691629	  24.0553235754990453	 7.0369931933893941	 0.212944163626980654	 4.6419675480719098	 0.1404690710851254631	 0.031806000	Strong bar	9484 	  1	Simbad
      44	11955-12703	  0	  1	  1	  0	195.3213033780	+53.8608374746000	48.165379162201646	 2.1998347982336988	116.8000000000000114	 0.53333333333333266	 97.41562998542224250	   5.7742553036494080	 8.7427556151632810	 0.757287403108927948	 5.5682197616647153	 0.4823127705797290998	 0.029873945	Strong bar	11955	  1	Simbad
      45	11761-12704	  0	  1	  1	  0	195.8645710600	+53.5319565106000	57.881621355338446	 0.6952247125170423	 39.0999999999999943	 0.58333333333333337	143.37168715945415443	1133.1590315809037293	 0.9881827459095692	 0.145209426721985557	 0.9576258249222953	 0.1407192117315721469	 0.032855060	Weak bar  	11761	  1	Simbad
      46	9189-3701  	  0	  1	  1	  0	050.5102834779	-07.4741841444500	49.483693136311331	 1.9962519166140640	  5.0000000000000000	 1.25000000000000067	153.73561439439151854	  25.2320060575892811	 8.0069526662207871	 0.363612593365829184	 6.2984040107956334	 0.2860237985535744598	 0.033413200	Strong bar	9189 	  1	Simbad
      47	9029-12704 	  0	  1	  1	  1	247.2169530800	+42.8120113452000	58.376713720402563	 0.3956998545721006	112.1999999999999886	 0.54999999999999949	 78.55362405802998182	  86.3934704162783476	 5.4645040981052517	 0.158953300372009831	 4.1031529253221874	 0.1193538677438587686	 0.031576300	Strong bar	9029 	  1	Simbad
      48	7962-12704 	  3	  1	  1	  1	260.8830807020	+27.4587088309000	53.107049854449883	 5.5492086861388223	 84.8999999999999773	 1.01666666666666572	116.01569110404614094	 360.0486274101923527	 3.1186820534504749	 0.356394852537589124	 1.5181562113915743	 0.1734909329693608837	 0.022308600	Weak bar  	7962 	  1	Simbad
      49	9028-12702 	  0	  1	  1	  1	242.9750662540	+30.3327832220000	49.764765218341829	 0.5103456098907841	137.5999999999999943	 0.56666666666666643	174.52011595317372894	   9.2588698860217438	 6.1828776652875241	 0.060671992999568922	 4.2264320740203285	 0.0414735776914632245	 0.030064900	Weak bar  	9028 	  1	Simbad
      50	9193-9101  	  0	  1	  1	  1	046.2941968423	-01.0754703648700	24.503828045418697	 2.7321979277830462	157.9000000000000057	 0.80000000000000016	 36.62637221178181335	  22.7525663230734700	 5.6903912851543144	 0.130598380962566818	 5.7010521872080062	 0.1308430559731315612	 0.045055800	Strong bar	9193 	  1	Simbad
      51	9192-12701 	  0	  1	  1	  0	046.2926761258	-00.3148898798060	62.064898785530652	 0.4282996001123216	 32.1999999999999886	 0.55000000000000193	 46.35803192175634990	   7.2807104246953873	 5.6038172050190216	 0.289361536589899604	 3.3790664551976111	 0.1744831827918354172	 0.028099300	Strong bar	9192 	  1	Simbad
      52	9192-6101  	  0	  1	  1	  0	046.3470225234	-00.2421079811900	66.392509080479442	 1.0919309994928668	 76.8000000000000114	 1.63333333333333286	134.93741234079254809	  20.2181974965626310	 1.3655977448646712	 0.242206899083606597	 1.2317153760023456	 0.2184610826262683436	 0.028796200	Weak bar  	9192 	  1	Simbad
      53	7961-12702 	  0	  1	  1	  0	258.9350740170	+29.4043335998000	65.206339928648461	 1.8950406687124399	155.0000000000000000	 0.56666666666666643	167.03751238771371845	   1.2382332148424229	14.0323300076613187	 0.664920694465219952	 9.1211616027670903	 0.4322054216178017327	 0.028991800	Strong bar	7961 	  1	Simbad
      54	8563-12705 	  0	  1	  1	  0	242.7550844840	+49.7954060830000	45.052582409032510	 1.3822264801687858	 37.9000000000000057	 0.56666666666666765	 67.98214900821560036	  60.6102214433977267	 5.4017114247771936	 0.439727500357762313	 4.9420402515554036	 0.4023078679316048900	 0.042337600	Weak bar  	8563 	  1	Simbad
      55	8549-12701 	  0	  1	  1	  1	240.4708709720	+45.3519401550000	54.019343285903005	 0.4175854796925229	 53.0000000000000000	 0.45000000000000046	 98.02353759706306846	  81.0968737627333240	 5.1217882718626102	 0.096516714002300219	 4.8979712869254124	 0.0922990308851133756	 0.042046800	Strong bar	8549 	  1	Simbad
      56	9196-12701 	  0	  1	  1	  1	260.1264535530	+52.6430405566000	31.036469400178081	 0.9515228351820788	121.4000000000000057	 0.61666666666666692	176.70543273777911963	  23.9662879082586713	10.5178488301641053	 0.352848442306473942	 7.7549063783370604	 0.2601583917028096327	 0.030934800	Strong bar	9196 	  1	Simbad
